index,Age,Gender,Formal_Education,Years_Coding,Salary
13629,42.0,Female,5.0,1.0,27499.5
13633,42.0,Female,1.0,20.0,137499.5
13654,37.0,Female,3.0,10.0,17499.5
13664,32.0,Female,3.0,1.0,1499.5
13672,27.0,Female,0.0,2.0,12499.5
13680,27.0,Female,0.0,2.0,34999.5
13691,47.0,Female,3.0,2.0,22499.5
13696,32.0,Female,1.0,5.0,44999.5
13705,27.0,Female,3.0,5.0,1499.5
13715,37.0,Female,1.0,10.0,64999.5
13723,32.0,Female,1.0,20.0,174999.5
13726,27.0,Female,0.0,1.0,12499.5
13743,42.0,Female,3.0,5.0,1499.5
13746,32.0,Female,0.0,5.0,44999.5
13752,37.0,Female,1.0,5.0,1499.5
13754,32.0,Female,1.0,10.0,137499.5
13760,42.0,Female,1.0,5.0,34999.5
13775,32.0,Female,3.0,5.0,54999.5
13778,27.0,Female,3.0,5.0,94999.5
13783,37.0,Female,0.0,2.0,34999.5
13787,27.0,Female,3.0,5.0,137499.5
13803,23.0,Female,3.0,1.0,12499.5
13828,27.0,Female,3.0,2.0,27499.5
13831,27.0,Female,3.0,1.0,64999.5
13845,23.0,Female,3.0,2.0,22499.5
13855,37.0,Female,3.0,2.0,137499.5
13869,32.0,Female,3.0,10.0,34999.5
13885,27.0,Female,0.0,2.0,1499.5
13900,37.0,Female,3.0,5.0,6249.5
13906,37.0,Female,3.0,1.0,12499.5
13907,32.0,Female,3.0,5.0,22499.5
13908,32.0,Female,1.0,5.0,94999.5
13910,27.0,Female,3.0,5.0,94999.5
13928,23.0,Female,0.0,1.0,6249.5
13939,27.0,Female,0.0,1.0,1499.5
13948,27.0,Female,0.0,1.0,44999.5
13950,27.0,Female,3.0,5.0,112499.5
13957,27.0,Female,3.0,1.0,6249.5
13960,27.0,Female,1.0,10.0,34999.5
13965,32.0,Female,3.0,5.0,112499.5
13971,32.0,Female,3.0,5.0,94999.5
13979,27.0,Female,1.0,5.0,2499.5
13981,32.0,Female,0.0,2.0,44999.5
13996,32.0,Female,0.0,2.0,54999.5
14004,27.0,Female,3.0,10.0,112499.5
14018,32.0,Female,3.0,10.0,112499.5
14030,27.0,Female,3.0,2.0,8749.5
14032,37.0,Female,1.0,5.0,74999.5
14049,37.0,Female,1.0,5.0,64999.5
14050,47.0,Female,3.0,0.0,64999.5
14060,37.0,Female,0.0,2.0,1499.5
14067,32.0,Female,3.0,5.0,74999.5
14068,32.0,Female,3.0,5.0,84999.5
14070,42.0,Female,1.0,20.0,94999.5
14076,27.0,Female,3.0,2.0,44999.5
14082,47.0,Female,3.0,20.0,174999.5
14083,27.0,Female,3.0,5.0,12499.5
14087,32.0,Female,1.0,2.0,3499.5
14092,27.0,Female,3.0,1.0,44999.5
14102,37.0,Female,3.0,10.0,74999.5
14107,27.0,Female,3.0,5.0,112499.5
14117,27.0,Female,3.0,5.0,112499.5
14119,32.0,Female,1.0,5.0,74999.5
14123,32.0,Female,3.0,5.0,27499.5
14129,47.0,Female,6.0,2.0,112499.5
14135,32.0,Female,3.0,2.0,3499.5
14141,37.0,Female,1.0,2.0,112499.5
14149,32.0,Female,3.0,5.0,12499.5
14152,27.0,Female,3.0,1.0,94999.5
14155,37.0,Female,1.0,2.0,2499.5
14163,57.0,Female,3.0,2.0,137499.5
14165,27.0,Female,0.0,5.0,112499.5
14171,42.0,Female,0.0,20.0,12499.5
14176,37.0,Female,3.0,1.0,2499.5
14178,27.0,Female,3.0,2.0,6249.5
14196,42.0,Female,3.0,5.0,74999.5
14203,52.0,Female,1.0,20.0,27499.5
14208,37.0,Female,3.0,20.0,94999.5
14215,32.0,Female,3.0,20.0,174999.5
14224,27.0,Female,0.0,5.0,27499.5
14226,42.0,Female,3.0,2.0,74999.5
14235,27.0,Female,3.0,10.0,54999.5
14245,32.0,Female,0.0,10.0,17499.5
14257,47.0,Female,3.0,20.0,74999.5
14260,42.0,Female,3.0,20.0,174999.5
14267,42.0,Female,2.0,20.0,22499.5
14268,52.0,Female,0.0,0.0,174999.5
14270,57.0,Female,3.0,10.0,112499.5
14274,47.0,Female,3.0,0.0,84999.5
14276,27.0,Female,3.0,10.0,74999.5
14283,52.0,Female,1.0,20.0,84999.5
14287,27.0,Female,1.0,10.0,54999.5
14298,52.0,Female,1.0,5.0,2499.5
14301,27.0,Female,3.0,2.0,6249.5
14310,23.0,Female,3.0,1.0,44999.5
14313,37.0,Female,3.0,10.0,137499.5
14348,52.0,Female,0.0,5.0,6249.5
14371,27.0,Female,3.0,2.0,44999.5
14372,37.0,Female,1.0,10.0,112499.5
14373,23.0,Female,4.0,5.0,6249.5
14390,47.0,Female,3.0,2.0,112499.5
14406,23.0,Female,0.0,5.0,1499.5
14407,27.0,Female,0.0,1.0,64999.5
14411,47.0,Female,3.0,20.0,174999.5
14415,23.0,Female,3.0,1.0,6249.5
14420,32.0,Female,3.0,20.0,112499.5
14421,42.0,Female,0.0,2.0,74999.5
14423,57.0,Female,1.0,10.0,94999.5
14425,32.0,Female,3.0,1.0,12499.5
14427,27.0,Female,0.0,1.0,44999.5
14429,37.0,Female,1.0,5.0,224999.5
14434,19.5,Female,0.0,0.0,8749.5
14482,47.0,Female,1.0,20.0,137499.5
14486,37.0,Female,3.0,0.0,400000.0
14501,32.0,Female,3.0,5.0,84999.5
14504,52.0,Female,1.0,5.0,54999.5
14539,42.0,Female,1.0,20.0,174999.5
14542,42.0,Female,0.0,2.0,84999.5
14543,23.0,Female,0.0,1.0,4499.5
14547,47.0,Female,3.0,5.0,27499.5
14559,27.0,Female,3.0,2.0,112499.5
14565,47.0,Female,6.0,0.0,4499.5
14566,27.0,Female,0.0,5.0,22499.5
14571,37.0,Female,1.0,10.0,44999.5
14575,32.0,Female,3.0,10.0,112499.5
14582,47.0,Female,3.0,1.0,54999.5
14593,23.0,Female,3.0,2.0,4499.5
14605,27.0,Female,3.0,5.0,64999.5
14609,32.0,Female,3.0,10.0,34999.5
14611,37.0,Female,3.0,20.0,224999.5
14615,27.0,Female,3.0,2.0,2499.5
14629,47.0,Female,1.0,5.0,84999.5
14635,32.0,Female,1.0,5.0,34999.5
14647,42.0,Female,5.0,2.0,4499.5
14654,42.0,Female,0.0,5.0,2499.5
14660,37.0,Female,3.0,2.0,17499.5
14664,32.0,Female,1.0,10.0,44999.5
14677,27.0,Female,0.0,10.0,12499.5
14691,27.0,Female,3.0,2.0,12499.5
14696,27.0,Female,1.0,5.0,1499.5
14706,37.0,Female,0.0,10.0,54999.5
14707,23.0,Female,0.0,1.0,4499.5
14722,32.0,Female,3.0,5.0,84999.5
14728,27.0,Female,1.0,10.0,34999.5
14733,42.0,Female,1.0,0.0,94999.5
14735,52.0,Female,5.0,5.0,12499.5
14748,47.0,Female,5.0,5.0,22499.5
14771,32.0,Female,3.0,5.0,8749.5
14782,27.0,Female,3.0,1.0,8749.5
14803,27.0,Female,3.0,1.0,22499.5
14809,37.0,Female,3.0,10.0,44999.5
14827,32.0,Female,3.0,5.0,34999.5
14832,32.0,Female,1.0,2.0,1499.5
14833,23.0,Female,0.0,5.0,27499.5
14835,32.0,Female,3.0,0.0,3499.5
14839,23.0,Female,0.0,2.0,54999.5
14861,27.0,Female,3.0,0.0,12499.5
14862,27.0,Female,1.0,5.0,34999.5
14870,57.0,Female,0.0,0.0,84999.5
14874,23.0,Female,0.0,1.0,1499.5
14875,37.0,Female,3.0,1.0,12499.5
14884,27.0,Female,2.0,2.0,3499.5
14887,42.0,Female,0.0,1.0,17499.5
14890,27.0,Female,0.0,5.0,1499.5
14896,23.0,Female,0.0,2.0,6249.5
14897,27.0,Female,3.0,5.0,2499.5
14905,27.0,Female,0.0,0.0,1499.5
14916,19.5,Female,0.0,1.0,4499.5
14918,27.0,Female,3.0,5.0,44999.5
14943,27.0,Female,3.0,5.0,44999.5
14958,32.0,Female,1.0,10.0,1499.5
14965,23.0,Female,0.0,5.0,22499.5
14970,47.0,Female,5.0,5.0,54999.5
14981,37.0,Female,3.0,2.0,137499.5
14982,27.0,Female,5.0,2.0,8749.5
14983,32.0,Female,3.0,2.0,34999.5
14985,23.0,Female,5.0,20.0,2499.5
14989,23.0,Female,3.0,5.0,2499.5
14990,27.0,Female,3.0,10.0,12499.5
15008,37.0,Female,3.0,1.0,4499.5
15009,23.0,Female,5.0,2.0,2499.5
15020,23.0,Female,0.0,2.0,1499.5
15029,27.0,Female,3.0,1.0,6249.5
15030,23.0,Female,1.0,1.0,6249.5
15042,27.0,Female,0.0,5.0,34999.5
15053,52.0,Female,1.0,20.0,54999.5
15060,27.0,Female,3.0,1.0,3499.5
15072,37.0,Female,3.0,2.0,12499.5
15078,27.0,Female,0.0,0.0,22499.5
15094,32.0,Female,1.0,0.0,12499.5
15108,52.0,Female,1.0,1.0,17499.5
15136,37.0,Female,0.0,2.0,1499.5
15138,32.0,Female,3.0,5.0,12499.5
15144,42.0,Female,3.0,2.0,27499.5
15162,27.0,Female,3.0,10.0,27499.5
15170,27.0,Female,3.0,2.0,54999.5
15173,47.0,Female,0.0,10.0,54999.5
15191,27.0,Female,3.0,2.0,12499.5
15197,27.0,Female,3.0,5.0,44999.5
15203,32.0,Female,3.0,5.0,17499.5
15208,32.0,Female,5.0,2.0,17499.5
15221,32.0,Female,1.0,5.0,1499.5
15222,27.0,Female,0.0,2.0,44999.5
15223,32.0,Female,5.0,2.0,6249.5
15227,37.0,Female,3.0,5.0,22499.5
15230,27.0,Female,1.0,5.0,54999.5
15231,42.0,Female,3.0,1.0,1499.5
15241,27.0,Female,3.0,5.0,34999.5
15246,23.0,Female,0.0,5.0,27499.5
15252,32.0,Female,1.0,2.0,27499.5
15256,27.0,Female,0.0,1.0,6249.5
15261,23.0,Female,3.0,2.0,12499.5
15271,57.0,Female,0.0,0.0,112499.5
15276,32.0,Female,3.0,5.0,1499.5
15277,32.0,Female,1.0,5.0,112499.5
15290,32.0,Female,3.0,5.0,17499.5
15294,42.0,Female,0.0,0.0,34999.5
15298,52.0,Female,3.0,5.0,94999.5
15319,37.0,Female,1.0,2.0,44999.5
15328,23.0,Female,3.0,1.0,6249.5
15329,27.0,Female,6.0,2.0,12499.5
15330,32.0,Female,0.0,2.0,17499.5
15341,27.0,Female,3.0,1.0,12499.5
15346,27.0,Female,3.0,1.0,12499.5
15347,23.0,Female,3.0,5.0,44999.5
15351,37.0,Female,3.0,0.0,1499.5
15359,27.0,Female,0.0,5.0,1499.5
15366,27.0,Female,1.0,5.0,1499.5
15383,27.0,Female,3.0,5.0,54999.5
15385,32.0,Female,1.0,5.0,12499.5
15388,32.0,Female,3.0,2.0,1499.5
15391,32.0,Female,5.0,10.0,64999.5
15393,47.0,Female,0.0,0.0,1499.5
15398,27.0,Female,1.0,2.0,27499.5
15399,23.0,Female,5.0,2.0,2499.5
15413,42.0,Female,3.0,0.0,2499.5
15416,27.0,Female,3.0,5.0,44999.5
15423,52.0,Female,1.0,5.0,17499.5
15424,32.0,Female,3.0,2.0,8749.5
15444,37.0,Female,3.0,2.0,1499.5
15449,32.0,Female,3.0,10.0,174999.5
15453,47.0,Female,5.0,20.0,2499.5
15454,23.0,Female,3.0,5.0,64999.5
15457,37.0,Female,1.0,20.0,6249.5
15458,27.0,Female,3.0,1.0,74999.5
15464,27.0,Female,0.0,1.0,2499.5
15478,47.0,Female,5.0,20.0,27499.5
15480,42.0,Female,3.0,20.0,174999.5
15491,27.0,Female,3.0,10.0,34999.5
15516,27.0,Female,3.0,5.0,64999.5
15522,64.5,Female,3.0,0.0,137499.5
15542,42.0,Female,3.0,2.0,44999.5
15543,32.0,Female,3.0,10.0,74999.5
15555,37.0,Female,3.0,2.0,3499.5
15565,42.0,Female,0.0,1.0,74999.5
15570,23.0,Female,0.0,2.0,17499.5
15578,42.0,Female,3.0,5.0,44999.5
15604,32.0,Female,3.0,5.0,27499.5
15619,23.0,Female,0.0,5.0,1499.5
15624,23.0,Female,0.0,2.0,74999.5
15633,23.0,Female,3.0,5.0,17499.5
15638,47.0,Female,1.0,20.0,44999.5
15645,32.0,Female,1.0,20.0,174999.5
15651,52.0,Female,1.0,20.0,12499.5
15656,42.0,Female,1.0,2.0,27499.5
15662,27.0,Female,3.0,5.0,27499.5
15686,37.0,Female,1.0,10.0,64999.5
15695,47.0,Female,3.0,2.0,54999.5
15696,42.0,Female,3.0,2.0,17499.5
15726,27.0,Female,3.0,5.0,1499.5
15728,32.0,Female,3.0,10.0,17499.5
15742,27.0,Female,3.0,20.0,174999.5
15764,27.0,Female,3.0,5.0,112499.5
15768,42.0,Female,1.0,5.0,1499.5
15772,42.0,Female,3.0,20.0,74999.5
15783,47.0,Female,1.0,20.0,74999.5
15796,42.0,Female,3.0,1.0,54999.5
15797,27.0,Female,3.0,2.0,8749.5
15800,27.0,Female,3.0,5.0,54999.5
15812,27.0,Female,0.0,2.0,54999.5
15823,23.0,Female,3.0,2.0,1499.5
15826,37.0,Female,1.0,20.0,84999.5
15831,27.0,Female,0.0,2.0,54999.5
15839,32.0,Female,0.0,5.0,74999.5
15840,27.0,Female,3.0,5.0,74999.5
15853,32.0,Female,0.0,2.0,2499.5
15857,19.5,Female,0.0,2.0,3499.5
15865,19.5,Female,0.0,1.0,12499.5
15889,27.0,Female,6.0,2.0,3499.5
15890,27.0,Female,3.0,2.0,44999.5
15903,27.0,Female,4.0,1.0,27499.5
15904,32.0,Female,5.0,1.0,3499.5
15905,32.0,Female,3.0,5.0,54999.5
15917,57.0,Female,1.0,20.0,137499.5
15922,52.0,Female,6.0,0.0,17499.5
15927,27.0,Female,3.0,1.0,4499.5
15947,27.0,Female,0.0,5.0,12499.5
15948,27.0,Female,3.0,5.0,74999.5
15960,37.0,Female,1.0,20.0,400000.0
15961,42.0,Female,3.0,2.0,34999.5
15978,23.0,Female,0.0,5.0,44999.5
15987,37.0,Female,3.0,20.0,137499.5
15992,27.0,Female,3.0,2.0,2499.5
15998,42.0,Female,3.0,0.0,112499.5
16001,42.0,Female,3.0,1.0,137499.5
16007,32.0,Female,3.0,10.0,112499.5
16011,32.0,Female,3.0,2.0,84999.5
16014,32.0,Female,3.0,5.0,64999.5
16020,27.0,Female,1.0,2.0,1499.5
16023,27.0,Female,3.0,1.0,12499.5
16028,27.0,Female,0.0,1.0,44999.5
16032,27.0,Female,3.0,2.0,6249.5
16039,27.0,Female,3.0,10.0,34999.5
16043,27.0,Female,0.0,2.0,2499.5
16049,32.0,Female,3.0,5.0,94999.5
16058,32.0,Female,3.0,5.0,1499.5
16062,27.0,Female,0.0,1.0,17499.5
16064,23.0,Female,0.0,1.0,4499.5
16069,27.0,Female,3.0,10.0,112499.5
16073,42.0,Female,1.0,10.0,27499.5
16080,52.0,Female,0.0,1.0,64999.5
16081,47.0,Female,1.0,20.0,174999.5
16084,37.0,Female,5.0,2.0,12499.5
16086,32.0,Female,3.0,5.0,64999.5
16091,23.0,Female,3.0,5.0,8749.5
16108,27.0,Female,3.0,1.0,44999.5
16116,27.0,Female,3.0,1.0,4499.5
16117,27.0,Female,0.0,0.0,6249.5
16120,27.0,Female,4.0,2.0,44999.5
16124,27.0,Female,3.0,1.0,6249.5
16134,37.0,Female,1.0,1.0,1499.5
16140,32.0,Female,3.0,2.0,1499.5
16144,27.0,Female,3.0,0.0,44999.5
16145,23.0,Female,3.0,1.0,3499.5
16160,42.0,Female,1.0,10.0,34999.5
16172,37.0,Female,1.0,1.0,64999.5
16176,27.0,Female,3.0,1.0,4499.5
16184,37.0,Female,3.0,20.0,22499.5
16198,37.0,Female,1.0,20.0,44999.5
16201,37.0,Female,3.0,10.0,74999.5
16207,32.0,Female,3.0,2.0,54999.5
16216,42.0,Female,3.0,10.0,84999.5
16218,27.0,Female,3.0,1.0,22499.5
16223,23.0,Female,1.0,5.0,34999.5
16228,27.0,Female,3.0,2.0,8749.5
16233,23.0,Female,0.0,2.0,44999.5
16244,23.0,Female,3.0,2.0,12499.5
16245,27.0,Female,1.0,2.0,2499.5
16246,42.0,Female,1.0,1.0,1499.5
16252,37.0,Female,1.0,20.0,64999.5
16261,27.0,Female,3.0,1.0,17499.5
16292,32.0,Female,1.0,10.0,17499.5
16293,42.0,Female,3.0,2.0,64999.5
16302,27.0,Female,0.0,5.0,12499.5
16312,37.0,Female,0.0,10.0,34999.5
16327,47.0,Female,3.0,5.0,12499.5
16332,32.0,Female,3.0,10.0,1499.5
16342,47.0,Female,0.0,10.0,12499.5
16345,27.0,Female,3.0,2.0,44999.5
16354,32.0,Female,6.0,1.0,27499.5
16361,27.0,Female,0.0,5.0,137499.5
16369,37.0,Female,1.0,10.0,74999.5
16374,32.0,Female,3.0,5.0,74999.5
16386,23.0,Female,0.0,5.0,84999.5
16401,27.0,Female,0.0,5.0,174999.5
16404,37.0,Female,1.0,5.0,17499.5
16407,37.0,Female,3.0,20.0,54999.5
16411,23.0,Female,0.0,1.0,4499.5
16412,37.0,Female,3.0,1.0,1499.5
16420,27.0,Female,3.0,5.0,64999.5
16429,52.0,Female,1.0,20.0,112499.5
16441,23.0,Female,1.0,2.0,1499.5
16451,42.0,Female,1.0,2.0,22499.5
16456,27.0,Female,0.0,5.0,4499.5
16458,27.0,Female,0.0,1.0,8749.5
16475,27.0,Female,3.0,5.0,22499.5
16484,23.0,Female,3.0,1.0,12499.5
16493,27.0,Female,0.0,2.0,3499.5
16550,32.0,Female,3.0,2.0,34999.5
16552,32.0,Female,1.0,2.0,1499.5
16554,27.0,Female,3.0,10.0,112499.5
16555,37.0,Female,3.0,5.0,112499.5
16558,32.0,Female,1.0,2.0,54999.5
16559,37.0,Female,3.0,2.0,6249.5
16566,42.0,Female,1.0,20.0,174999.5
16571,32.0,Female,0.0,5.0,64999.5
16573,42.0,Female,1.0,20.0,137499.5
16581,27.0,Female,3.0,1.0,22499.5
16582,27.0,Female,0.0,1.0,12499.5
16590,27.0,Female,3.0,5.0,94999.5
16592,32.0,Female,0.0,2.0,64999.5
16597,27.0,Female,3.0,5.0,137499.5
16598,37.0,Female,1.0,2.0,84999.5
16601,47.0,Female,0.0,2.0,44999.5
16612,42.0,Female,1.0,20.0,137499.5
16613,47.0,Female,3.0,20.0,3499.5
16615,23.0,Female,3.0,2.0,1499.5
16616,32.0,Female,5.0,2.0,2499.5
16623,27.0,Female,0.0,5.0,84999.5
16629,27.0,Female,3.0,1.0,12499.5
16631,37.0,Female,1.0,5.0,34999.5
16634,37.0,Female,3.0,10.0,22499.5
16638,32.0,Female,1.0,20.0,54999.5
16641,27.0,Female,3.0,1.0,3499.5
16649,37.0,Female,3.0,1.0,17499.5
16658,42.0,Female,1.0,20.0,1499.5
16661,27.0,Female,3.0,5.0,74999.5
16671,23.0,Female,0.0,2.0,12499.5
16673,23.0,Female,3.0,1.0,74999.5
16681,37.0,Female,1.0,20.0,84999.5
16684,23.0,Female,0.0,2.0,64999.5
16685,23.0,Female,3.0,5.0,137499.5
16688,42.0,Female,1.0,20.0,137499.5
16701,42.0,Female,3.0,1.0,54999.5
16705,37.0,Female,6.0,1.0,44999.5
16714,57.0,Female,5.0,1.0,34999.5
16731,47.0,Female,3.0,20.0,137499.5
16749,32.0,Female,1.0,10.0,137499.5
16753,64.5,Female,3.0,1.0,54999.5
16757,27.0,Female,0.0,2.0,1499.5
16770,27.0,Female,3.0,5.0,64999.5
16777,32.0,Female,0.0,2.0,64999.5
16793,27.0,Female,3.0,5.0,74999.5
16803,27.0,Female,3.0,2.0,17499.5
16820,27.0,Female,3.0,2.0,34999.5
16828,23.0,Female,0.0,2.0,8749.5
16848,23.0,Female,3.0,1.0,1499.5
16850,37.0,Female,0.0,0.0,34999.5
16858,27.0,Female,3.0,1.0,12499.5
16866,23.0,Female,1.0,0.0,4499.5
16869,32.0,Female,3.0,10.0,54999.5
16888,27.0,Female,0.0,2.0,6249.5
16895,47.0,Female,2.0,10.0,34999.5
16899,27.0,Female,1.0,0.0,1499.5
16901,37.0,Female,3.0,2.0,54999.5
16905,42.0,Female,1.0,20.0,112499.5
16919,37.0,Female,3.0,1.0,8749.5
16925,32.0,Female,3.0,10.0,74999.5
16929,27.0,Female,3.0,2.0,54999.5
16939,52.0,Female,3.0,20.0,1499.5
16940,27.0,Female,3.0,10.0,174999.5
16954,37.0,Female,1.0,10.0,112499.5
16958,32.0,Female,5.0,5.0,22499.5
16961,32.0,Female,3.0,2.0,12499.5
16973,32.0,Female,0.0,1.0,84999.5
16993,27.0,Female,3.0,2.0,44999.5
17007,27.0,Female,3.0,10.0,27499.5
17012,47.0,Female,1.0,5.0,6249.5
17022,23.0,Female,0.0,2.0,8749.5
17024,42.0,Female,5.0,0.0,2499.5
17030,27.0,Female,3.0,1.0,3499.5
17033,27.0,Female,3.0,2.0,8749.5
17047,32.0,Female,0.0,1.0,112499.5
17066,19.5,Female,0.0,0.0,2499.5
17068,27.0,Female,3.0,2.0,6249.5
17077,23.0,Female,0.0,2.0,6249.5
17096,52.0,Female,1.0,20.0,54999.5
17105,47.0,Female,3.0,10.0,137499.5
17114,27.0,Female,3.0,5.0,3499.5
17117,27.0,Female,3.0,1.0,4499.5
17133,27.0,Female,1.0,2.0,1499.5
17171,27.0,Female,3.0,5.0,27499.5
17179,23.0,Female,3.0,5.0,8749.5
17194,37.0,Female,3.0,1.0,12499.5
17211,23.0,Female,3.0,2.0,27499.5
17219,27.0,Female,3.0,2.0,64999.5
17245,27.0,Female,3.0,5.0,54999.5
17246,47.0,Female,1.0,5.0,44999.5
17251,19.5,Female,0.0,2.0,12499.5
17254,27.0,Female,3.0,2.0,12499.5
17271,27.0,Female,1.0,1.0,1499.5
17281,32.0,Female,3.0,2.0,1499.5
17301,32.0,Female,0.0,0.0,4499.5
17305,47.0,Female,3.0,1.0,94999.5
17321,52.0,Female,1.0,20.0,6249.5
17325,19.5,Female,6.0,5.0,6249.5
17328,32.0,Female,3.0,2.0,74999.5
17336,37.0,Female,0.0,1.0,12499.5
17338,37.0,Female,1.0,2.0,54999.5
17356,23.0,Female,5.0,0.0,8749.5
17357,57.0,Female,3.0,1.0,112499.5
17365,19.5,Female,0.0,1.0,64999.5
17367,47.0,Female,1.0,5.0,44999.5
17368,23.0,Female,3.0,1.0,2499.5
17377,32.0,Female,0.0,0.0,22499.5
17380,42.0,Female,3.0,2.0,112499.5
17381,47.0,Female,1.0,10.0,12499.5
17394,32.0,Female,3.0,10.0,84999.5
17398,23.0,Female,3.0,5.0,64999.5
17401,27.0,Female,3.0,5.0,74999.5
17405,23.0,Female,0.0,1.0,2499.5
17414,42.0,Female,1.0,20.0,6249.5
17427,32.0,Female,3.0,20.0,112499.5
17432,27.0,Female,3.0,1.0,64999.5
17437,42.0,Female,1.0,10.0,44999.5
17451,52.0,Female,3.0,20.0,112499.5
17467,27.0,Female,3.0,5.0,84999.5
17486,57.0,Female,0.0,2.0,84999.5
17488,27.0,Female,0.0,2.0,12499.5
17503,37.0,Female,3.0,2.0,17499.5
17505,27.0,Female,3.0,2.0,17499.5
17514,23.0,Female,3.0,5.0,12499.5
17517,42.0,Female,1.0,2.0,17499.5
17521,32.0,Female,0.0,2.0,1499.5
17523,27.0,Female,0.0,2.0,3499.5
17525,32.0,Female,3.0,1.0,4499.5
17527,37.0,Female,0.0,10.0,44999.5
17529,37.0,Female,3.0,2.0,12499.5
17530,47.0,Female,0.0,1.0,44999.5
17546,27.0,Female,3.0,5.0,17499.5
17557,23.0,Female,3.0,2.0,6249.5
17559,37.0,Female,1.0,10.0,44999.5
17574,27.0,Female,3.0,2.0,8749.5
17576,27.0,Female,3.0,2.0,84999.5
17591,47.0,Female,5.0,0.0,84999.5
17595,23.0,Female,3.0,5.0,12499.5
17596,42.0,Female,3.0,1.0,27499.5
17598,27.0,Female,0.0,1.0,17499.5
17601,23.0,Female,0.0,5.0,3499.5
17608,27.0,Female,0.0,1.0,17499.5
17610,27.0,Female,0.0,5.0,17499.5
17616,37.0,Female,3.0,1.0,27499.5
17618,23.0,Female,3.0,1.0,6249.5
17629,52.0,Female,3.0,20.0,112499.5
17634,23.0,Female,0.0,1.0,1499.5
17656,27.0,Female,0.0,2.0,8749.5
17671,23.0,Female,3.0,2.0,17499.5
17675,23.0,Female,3.0,5.0,3499.5
17682,52.0,Female,5.0,1.0,12499.5
17683,32.0,Female,0.0,1.0,137499.5
17690,37.0,Female,3.0,1.0,4499.5
17721,42.0,Female,3.0,1.0,64999.5
17722,27.0,Female,0.0,1.0,12499.5
17728,32.0,Female,0.0,0.0,44999.5
17746,32.0,Female,3.0,5.0,1499.5
17752,42.0,Female,3.0,1.0,34999.5
17760,27.0,Female,3.0,1.0,94999.5
17773,27.0,Female,3.0,10.0,174999.5
17776,27.0,Female,0.0,5.0,8749.5
17798,23.0,Female,3.0,2.0,6249.5
17802,27.0,Female,1.0,1.0,17499.5
17803,27.0,Female,3.0,2.0,34999.5
17809,27.0,Female,1.0,2.0,34999.5
17823,32.0,Female,3.0,0.0,12499.5
17826,27.0,Female,3.0,0.0,4499.5
17831,32.0,Female,3.0,5.0,54999.5
17837,19.5,Female,3.0,2.0,8749.5
17840,27.0,Female,3.0,2.0,22499.5
17854,52.0,Female,3.0,0.0,174999.5
17859,27.0,Female,3.0,2.0,17499.5
17862,27.0,Female,3.0,2.0,22499.5
17882,27.0,Female,0.0,2.0,4499.5
17885,32.0,Female,1.0,10.0,64999.5
17888,19.5,Female,4.0,5.0,2499.5
17889,32.0,Female,1.0,5.0,112499.5
17895,27.0,Female,0.0,2.0,27499.5
17898,32.0,Female,3.0,5.0,112499.5
17909,32.0,Female,0.0,1.0,17499.5
17910,37.0,Female,0.0,0.0,34999.5
17918,27.0,Female,0.0,1.0,34999.5
17940,23.0,Female,0.0,2.0,12499.5
17954,27.0,Female,3.0,5.0,12499.5
17955,27.0,Female,3.0,1.0,8749.5
17961,27.0,Female,3.0,2.0,54999.5
17969,32.0,Female,1.0,10.0,44999.5
17975,42.0,Female,3.0,1.0,12499.5
17984,27.0,Female,3.0,1.0,17499.5
17991,27.0,Female,3.0,5.0,54999.5
18004,23.0,Female,3.0,1.0,4499.5
18010,47.0,Female,3.0,10.0,112499.5
18013,47.0,Female,5.0,5.0,112499.5
18024,27.0,Female,0.0,2.0,54999.5
18026,23.0,Female,3.0,2.0,22499.5
18029,23.0,Female,3.0,2.0,17499.5
18030,37.0,Female,0.0,1.0,1499.5
18052,32.0,Female,1.0,5.0,2499.5
18054,42.0,Female,3.0,20.0,137499.5
18063,52.0,Female,3.0,2.0,112499.5
18075,23.0,Female,3.0,2.0,8749.5
18076,32.0,Female,0.0,10.0,74999.5
18085,47.0,Female,0.0,20.0,74999.5
18086,37.0,Female,1.0,10.0,64999.5
18090,32.0,Female,3.0,2.0,6249.5
18099,27.0,Female,3.0,2.0,22499.5
18101,32.0,Female,3.0,5.0,12499.5
18111,32.0,Female,1.0,2.0,12499.5
18130,27.0,Female,0.0,5.0,12499.5
18131,32.0,Female,3.0,2.0,4499.5
18143,27.0,Female,3.0,2.0,112499.5
18144,32.0,Female,3.0,5.0,12499.5
18145,47.0,Female,0.0,1.0,64999.5
18151,32.0,Female,3.0,2.0,12499.5
18155,32.0,Female,1.0,10.0,17499.5
18157,27.0,Female,3.0,2.0,74999.5
18159,32.0,Female,1.0,10.0,4499.5
18167,32.0,Female,1.0,10.0,137499.5
18189,37.0,Female,3.0,20.0,2499.5
18190,27.0,Female,0.0,0.0,12499.5
18210,37.0,Female,3.0,2.0,34999.5
18248,27.0,Female,3.0,2.0,44999.5
18249,32.0,Female,1.0,10.0,64999.5
18255,32.0,Female,3.0,2.0,64999.5
18265,57.0,Female,0.0,1.0,84999.5
18267,27.0,Female,3.0,5.0,1499.5
18274,52.0,Female,3.0,5.0,44999.5
18276,42.0,Female,3.0,5.0,74999.5
18277,47.0,Female,3.0,5.0,17499.5
