index,Age,Gender,Country,Formal_Education,Position,Years_Coding,Salary
17951,52.0,Male,Japan,Bachelor’s degree,Product/Project Manager,10.0,112499.5
17952,27.0,Male,India,Bachelor’s degree,Software Engineer,0.0,8749.5
17953,27.0,Male,India,Doctoral degree,Data Engineer,0.0,8749.5
17954,27.0,Female,Russia,Master’s degree,Data Scientist,5.0,12499.5
17955,27.0,Female,Thailand,Master’s degree,Data Scientist,1.0,8749.5
17956,37.0,Male,China,Master’s degree,Research Scientist,1.0,2499.5
17957,27.0,Male,India,Bachelor’s degree,Data Scientist,5.0,6249.5
17958,23.0,Male,India,Master’s degree,Software Engineer,1.0,1499.5
17959,23.0,Male,Netherlands,Master’s degree,Data Scientist,10.0,54999.5
17960,42.0,Male,Republic of Korea,Doctoral degree,Data Scientist,10.0,84999.5
17961,27.0,Female,Hong Kong (S.A.R.),Master’s degree,Data Analyst,2.0,54999.5
17962,23.0,Male,India,Bachelor’s degree,Software Engineer,2.0,4499.5
17963,23.0,Male,China,Bachelor’s degree,Data Engineer,2.0,1499.5
17964,23.0,Male,India,Bachelor’s degree,DBA/Database Engineer,5.0,6249.5
17965,19.5,Male,Other,Master’s degree,Data Analyst,2.0,27499.5
17966,64.5,Male,South Africa,Doctoral degree,Product/Project Manager,20.0,4499.5
17967,27.0,Male,Other,Some college/university study without earning a bachelor’s degree,Software Engineer,1.0,1499.5
17968,27.0,Male,India,Bachelor’s degree,Data Scientist,5.0,17499.5
17969,32.0,Female,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,10.0,44999.5
17970,32.0,Male,Russia,Bachelor’s degree,Data Engineer,2.0,17499.5
17971,32.0,Male,Algeria,Master’s degree,Other,5.0,8749.5
17972,27.0,Male,India,Bachelor’s degree,Business Analyst,2.0,8749.5
17973,23.0,Male,India,Bachelor’s degree,Software Engineer,2.0,6249.5
17974,27.0,Male,South Korea,Master’s degree,Research Scientist,5.0,12499.5
17975,42.0,Female,Poland,Master’s degree,Other,1.0,12499.5
17976,23.0,Male,Hong Kong (S.A.R.),Master’s degree,Software Engineer,2.0,44999.5
17977,23.0,Male,Thailand,Bachelor’s degree,Software Engineer,2.0,1499.5
17978,23.0,Male,Russia,Master’s degree,Data Scientist,2.0,22499.5
17979,23.0,Male,India,Bachelor’s degree,Data Scientist,2.0,64999.5
17980,42.0,Male,India,Master’s degree,Data Scientist,5.0,74999.5
17981,23.0,Male,India,Bachelor’s degree,Software Engineer,2.0,8749.5
17982,37.0,Male,Israel,I prefer not to answer,Software Engineer,1.0,137499.5
17983,27.0,Male,India,Bachelor’s degree,Data Analyst,2.0,3499.5
17984,27.0,Female,India,Master’s degree,Software Engineer,1.0,17499.5
17985,32.0,Male,United States of America,Master’s degree,Data Scientist,5.0,174999.5
17986,27.0,Male,India,Bachelor’s degree,Software Engineer,1.0,8749.5
17987,27.0,Male,Other,Master’s degree,Other,5.0,12499.5
17988,52.0,Male,Brazil,Master’s degree,DBA/Database Engineer,1.0,6249.5
17989,32.0,Male,United States of America,Master’s degree,Software Engineer,2.0,94999.5
17990,37.0,Male,France,Doctoral degree,Data Scientist,20.0,64999.5
17991,27.0,Female,Nigeria,Master’s degree,Data Scientist,5.0,54999.5
17992,32.0,Male,Japan,Doctoral degree,Research Scientist,20.0,64999.5
17993,27.0,Male,Germany,Master’s degree,Data Scientist,10.0,64999.5
17994,32.0,Male,India,Doctoral degree,Data Engineer,10.0,27499.5
17995,19.5,Male,India,Master’s degree,Business Analyst,1.0,3499.5
17996,27.0,Male,Russia,Master’s degree,Software Engineer,2.0,4499.5
17997,23.0,Male,China,Bachelor’s degree,Software Engineer,5.0,27499.5
17998,19.5,Male,Russia,Master’s degree,Data Engineer,1.0,17499.5
17999,23.0,Male,Israel,Master’s degree,Data Scientist,2.0,8749.5
18000,37.0,Male,Poland,Doctoral degree,Data Scientist,2.0,44999.5
18001,27.0,Male,Malaysia,Bachelor’s degree,Business Analyst,1.0,17499.5
18002,27.0,Male,Mexico,Bachelor’s degree,Data Analyst,5.0,27499.5
18003,32.0,Male,Hungary,Master’s degree,Data Scientist,10.0,44999.5
18004,23.0,Female,India,Master’s degree,Data Analyst,1.0,4499.5
18005,32.0,Male,India,Bachelor’s degree,Other,1.0,6249.5
18006,32.0,Male,United States of America,Doctoral degree,Data Analyst,5.0,64999.5
18007,47.0,Male,Brazil,Bachelor’s degree,Other,1.0,17499.5
18008,32.0,Male,Colombia,Doctoral degree,Data Scientist,20.0,27499.5
18009,27.0,Male,United States of America,Master’s degree,Research Scientist,10.0,84999.5
18010,47.0,Female,United States of America,Master’s degree,Other,10.0,112499.5
18011,27.0,Male,Ukraine,Master’s degree,Data Scientist,2.0,12499.5
18012,64.5,Prefer not to say,Other,I prefer not to answer,Data Analyst,5.0,112499.5
18013,47.0,Female,Italy,Professional degree,Research Scientist,5.0,112499.5
18014,27.0,Male,Spain,Master’s degree,Data Analyst,2.0,22499.5
18015,42.0,Male,Spain,Master’s degree,Data Scientist,5.0,22499.5
18016,27.0,Male,Japan,Master’s degree,Software Engineer,5.0,34999.5
18017,32.0,Male,India,Bachelor’s degree,Software Engineer,1.0,12499.5
18018,32.0,Male,Russia,Master’s degree,Data Scientist,10.0,44999.5
18019,32.0,Male,France,Master’s degree,Data Scientist,5.0,54999.5
18020,64.5,Male,Greece,Master’s degree,Research Scientist,2.0,17499.5
18021,27.0,Male,Greece,Master’s degree,Data Analyst,2.0,34999.5
18022,27.0,Male,Argentina,Bachelor’s degree,Data Scientist,1.0,12499.5
18023,37.0,Male,Brazil,Bachelor’s degree,Software Engineer,1.0,27499.5
18024,27.0,Female,Saudi Arabia,Bachelor’s degree,Data Analyst,2.0,54999.5
18025,23.0,Male,India,Bachelor’s degree,Software Engineer,1.0,6249.5
18026,23.0,Female,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Research Scientist,2.0,22499.5
18027,32.0,Male,United States of America,Doctoral degree,Data Scientist,10.0,112499.5
18028,32.0,Male,India,Bachelor’s degree,Business Analyst,5.0,6249.5
18029,23.0,Female,Russia,Master’s degree,Data Scientist,2.0,17499.5
18030,37.0,Female,India,Bachelor’s degree,Software Engineer,1.0,1499.5
18031,27.0,Male,Other,Master’s degree,Data Scientist,2.0,4499.5
18032,32.0,Male,India,Bachelor’s degree,Data Analyst,10.0,22499.5
18033,37.0,Male,France,Master’s degree,Data Analyst,1.0,27499.5
18034,47.0,Male,United States of America,Doctoral degree,Other,2.0,400000.0
18035,23.0,Male,United States of America,Bachelor’s degree,Software Engineer,1.0,64999.5
18036,23.0,Male,India,Bachelor’s degree,Data Analyst,1.0,4499.5
18037,37.0,Male,United States of America,Some college/university study without earning a bachelor’s degree,Product/Project Manager,5.0,74999.5
18038,23.0,Male,Russia,Bachelor’s degree,Data Analyst,5.0,27499.5
18039,32.0,Male,Italy,Master’s degree,Software Engineer,2.0,64999.5
18040,23.0,Male,India,Master’s degree,Software Engineer,5.0,4499.5
18041,27.0,Male,Brazil,Bachelor’s degree,Data Scientist,10.0,27499.5
18042,27.0,Male,India,Master’s degree,Other,2.0,27499.5
18043,23.0,Male,Morocco,Master’s degree,Data Scientist,2.0,17499.5
18044,52.0,Male,Israel,Master’s degree,Data Scientist,20.0,112499.5
18045,47.0,Male,United States of America,Professional degree,Software Engineer,1.0,137499.5
18046,27.0,Male,Spain,Master’s degree,Business Analyst,5.0,17499.5
18047,37.0,Male,United States of America,Bachelor’s degree,Data Engineer,10.0,174999.5
18048,37.0,Male,United States of America,Master’s degree,Business Analyst,0.0,112499.5
18049,23.0,Male,Poland,Master’s degree,Data Analyst,2.0,1499.5
18050,23.0,Male,India,Bachelor’s degree,Software Engineer,2.0,3499.5
18051,52.0,Male,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Software Engineer,20.0,64999.5
18052,32.0,Female,Republic of Korea,Doctoral degree,Data Analyst,5.0,2499.5
18053,27.0,Male,Sweden,Master’s degree,Data Scientist,5.0,54999.5
18054,42.0,Female,United States of America,Master’s degree,Data Engineer,20.0,137499.5
18055,27.0,Male,Poland,Bachelor’s degree,Data Analyst,5.0,8749.5
18056,32.0,Male,United States of America,Master’s degree,Data Scientist,10.0,224999.5
18057,32.0,Male,Israel,Bachelor’s degree,Other,1.0,27499.5
18058,23.0,Male,Morocco,Master’s degree,Data Scientist,2.0,44999.5
18059,37.0,Male,South Korea,Bachelor’s degree,Software Engineer,0.0,74999.5
18060,27.0,Male,India,Master’s degree,Business Analyst,5.0,27499.5
18061,32.0,Male,Germany,Doctoral degree,Data Scientist,20.0,34999.5
18062,37.0,Male,China,Doctoral degree,Software Engineer,10.0,27499.5
18063,52.0,Female,United States of America,Master’s degree,Business Analyst,2.0,112499.5
18064,27.0,Male,Viet Nam,Bachelor’s degree,Data Scientist,10.0,12499.5
18065,27.0,Male,India,Bachelor’s degree,Data Analyst,1.0,6249.5
18066,32.0,Male,Thailand,Master’s degree,Product/Project Manager,1.0,64999.5
18067,23.0,Male,Indonesia,Bachelor’s degree,Data Analyst,1.0,6249.5
18068,23.0,Male,Australia,Master’s degree,Data Analyst,2.0,54999.5
18069,23.0,Male,China,Bachelor’s degree,Product/Project Manager,2.0,34999.5
18070,47.0,Male,Russia,Master’s degree,DBA/Database Engineer,2.0,12499.5
18071,23.0,Male,India,Master’s degree,Research Scientist,5.0,8749.5
18072,27.0,Male,Thailand,Master’s degree,Software Engineer,5.0,27499.5
18073,37.0,Male,Japan,Master’s degree,Software Engineer,5.0,84999.5
18074,42.0,Male,Viet Nam,Master’s degree,Software Engineer,5.0,27499.5
18075,23.0,Female,India,Master’s degree,Data Scientist,2.0,8749.5
18076,32.0,Female,New Zealand,Bachelor’s degree,Data Scientist,10.0,74999.5
18077,23.0,Male,China,Master’s degree,Data Analyst,2.0,22499.5
18078,32.0,Male,Pakistan,Master’s degree,Software Engineer,2.0,3499.5
18079,23.0,Male,India,Master’s degree,Software Engineer,1.0,22499.5
18080,23.0,Male,India,Bachelor’s degree,Software Engineer,2.0,3499.5
18081,32.0,Male,Australia,Bachelor’s degree,Data Scientist,20.0,84999.5
18082,47.0,Male,Japan,Doctoral degree,Data Analyst,5.0,94999.5
18083,27.0,Male,India,Master’s degree,Data Scientist,5.0,27499.5
18084,23.0,Male,Canada,Bachelor’s degree,Software Engineer,2.0,54999.5
18085,47.0,Female,United States of America,Bachelor’s degree,Software Engineer,20.0,74999.5
18086,37.0,Female,Germany,Doctoral degree,Data Scientist,10.0,64999.5
18087,23.0,Male,Turkey,Master’s degree,Data Analyst,2.0,12499.5
18088,27.0,Male,Hong Kong (S.A.R.),Master’s degree,Research Scientist,5.0,74999.5
18089,23.0,Male,Indonesia,Bachelor’s degree,Data Scientist,1.0,12499.5
18090,32.0,Female,India,Master’s degree,Other,2.0,6249.5
18091,42.0,Male,Japan,Bachelor’s degree,Other,2.0,84999.5
18092,27.0,Male,India,Master’s degree,Data Analyst,2.0,6249.5
18093,27.0,Male,Other,Master’s degree,Data Scientist,10.0,12499.5
18094,37.0,Male,Netherlands,Master’s degree,Data Analyst,2.0,64999.5
18095,32.0,Male,France,Doctoral degree,Data Scientist,20.0,54999.5
18096,27.0,Male,Germany,Bachelor’s degree,Data Scientist,5.0,64999.5
18097,27.0,Male,Netherlands,Bachelor’s degree,Business Analyst,0.0,2499.5
18098,19.5,Male,Viet Nam,Bachelor’s degree,Software Engineer,0.0,2499.5
18099,27.0,Female,China,Master’s degree,Data Engineer,2.0,22499.5
18100,42.0,Male,Other,Master’s degree,Software Engineer,2.0,27499.5
18101,32.0,Female,India,Master’s degree,Software Engineer,5.0,12499.5
18102,27.0,Male,Indonesia,Master’s degree,Data Scientist,5.0,6249.5
18103,32.0,Male,India,Master’s degree,Software Engineer,0.0,74999.5
18104,23.0,Male,Philippines,Bachelor’s degree,Data Analyst,1.0,6249.5
18105,23.0,Male,Russia,Master’s degree,Research Scientist,2.0,22499.5
18106,27.0,Male,India,Master’s degree,Business Analyst,5.0,17499.5
18107,32.0,Male,India,Master’s degree,Data Scientist,5.0,12499.5
18108,27.0,Male,India,Master’s degree,Other,1.0,6249.5
18109,27.0,Male,Japan,Master’s degree,Other,1.0,6249.5
18110,27.0,Male,Russia,Master’s degree,Research Scientist,5.0,3499.5
18111,32.0,Female,Other,Doctoral degree,Software Engineer,2.0,12499.5
18112,23.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,2.0,34999.5
18113,23.0,Male,India,Bachelor’s degree,Data Analyst,5.0,12499.5
18114,23.0,Male,India,Master’s degree,Data Scientist,5.0,17499.5
18115,23.0,Male,India,Bachelor’s degree,Other,0.0,8749.5
18116,37.0,Male,India,Bachelor’s degree,Software Engineer,2.0,3499.5
18117,42.0,Male,Germany,Some college/university study without earning a bachelor’s degree,Business Analyst,20.0,112499.5
18118,37.0,Male,Switzerland,Master’s degree,Data Scientist,5.0,174999.5
18119,23.0,Prefer not to say,Ireland,Master’s degree,Research Scientist,1.0,17499.5
18120,23.0,Male,South Africa,Some college/university study without earning a bachelor’s degree,Data Analyst,1.0,2499.5
18121,32.0,Male,Saudi Arabia,Bachelor’s degree,Data Analyst,5.0,54999.5
18122,32.0,Male,India,Bachelor’s degree,Business Analyst,1.0,2499.5
18123,23.0,Male,India,Master’s degree,Data Scientist,1.0,4499.5
18124,37.0,Male,Brazil,Doctoral degree,Other,20.0,34999.5
18125,27.0,Male,Germany,Master’s degree,Research Scientist,5.0,64999.5
18126,27.0,Male,Poland,Master’s degree,Data Scientist,5.0,22499.5
18127,32.0,Male,India,Master’s degree,Business Analyst,10.0,1499.5
18128,27.0,Male,France,Master’s degree,Other,1.0,64999.5
18129,27.0,Male,United States of America,Master’s degree,Data Analyst,2.0,74999.5
18130,27.0,Female,India,Bachelor’s degree,Data Analyst,5.0,12499.5
18131,32.0,Female,Republic of Korea,Master’s degree,Product/Project Manager,2.0,4499.5
18132,23.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,2.0,34999.5
18133,27.0,Male,Turkey,Bachelor’s degree,Data Scientist,2.0,12499.5
18134,37.0,Male,Russia,Professional degree,Data Scientist,2.0,6249.5
18135,23.0,Male,India,Master’s degree,Software Engineer,2.0,1499.5
18136,19.5,Male,Argentina,Master’s degree,Data Scientist,1.0,4499.5
18137,32.0,Male,Germany,Master’s degree,Statistician,2.0,44999.5
18138,32.0,Male,India,Bachelor’s degree,Software Engineer,2.0,84999.5
18139,27.0,Male,India,Bachelor’s degree,Data Scientist,1.0,12499.5
18140,27.0,Male,Nigeria,Bachelor’s degree,Software Engineer,2.0,6249.5
18141,32.0,Male,United States of America,Master’s degree,Data Analyst,2.0,84999.5
18142,27.0,Male,India,Master’s degree,Data Scientist,2.0,6249.5
18143,27.0,Female,United States of America,Master’s degree,Data Scientist,2.0,112499.5
18144,32.0,Female,Greece,Master’s degree,Data Scientist,5.0,12499.5
18145,47.0,Female,Australia,Bachelor’s degree,Data Analyst,1.0,64999.5
18146,32.0,Male,United States of America,Doctoral degree,Research Scientist,10.0,22499.5
18147,27.0,Male,India,Bachelor’s degree,Software Engineer,2.0,12499.5
18148,32.0,Male,Japan,Master’s degree,Data Scientist,10.0,74999.5
18149,27.0,Male,India,Master’s degree,Software Engineer,5.0,1499.5
18150,52.0,Male,India,Professional degree,Other,5.0,84999.5
18151,32.0,Female,Russia,Master’s degree,Data Analyst,2.0,12499.5
18152,64.5,Male,United States of America,Bachelor’s degree,Software Engineer,20.0,224999.5
18153,23.0,Male,Ukraine,Some college/university study without earning a bachelor’s degree,Other,2.0,2499.5
18154,27.0,Male,United States of America,Master’s degree,Data Analyst,5.0,34999.5
18155,32.0,Female,Turkey,Doctoral degree,Data Scientist,10.0,17499.5
18156,32.0,Male,Brazil,Doctoral degree,Research Scientist,1.0,27499.5
18157,27.0,Female,United States of America,Master’s degree,Data Scientist,2.0,74999.5
18158,27.0,Male,United States of America,Master’s degree,Data Scientist,1.0,44999.5
18159,32.0,Female,Philippines,Doctoral degree,Research Scientist,10.0,4499.5
18160,32.0,Male,Turkey,Master’s degree,Business Analyst,0.0,22499.5
18161,19.5,Male,Poland,Master’s degree,Software Engineer,1.0,1499.5
18162,32.0,Male,United States of America,Master’s degree,Data Scientist,20.0,137499.5
18163,37.0,Male,Mexico,Bachelor’s degree,Software Engineer,1.0,6249.5
18164,23.0,Male,United States of America,Master’s degree,Data Scientist,2.0,12499.5
18165,32.0,Male,United States of America,Bachelor’s degree,Data Scientist,2.0,112499.5
18166,37.0,Male,Netherlands,Master’s degree,Data Analyst,20.0,84999.5
18167,32.0,Female,United States of America,Doctoral degree,Data Scientist,10.0,137499.5
18168,23.0,Male,Japan,Master’s degree,Software Engineer,1.0,3499.5
18169,37.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,2.0,54999.5
18170,19.5,Male,Egypt,Master’s degree,Software Engineer,2.0,34999.5
18171,37.0,Male,Turkey,Master’s degree,Other,1.0,6249.5
18172,47.0,Male,Canada,Master’s degree,Software Engineer,10.0,8749.5
18173,47.0,Male,Japan,Master’s degree,Product/Project Manager,5.0,112499.5
18174,27.0,Male,United States of America,Doctoral degree,Research Scientist,10.0,27499.5
18175,32.0,Male,Japan,Bachelor’s degree,Software Engineer,20.0,64999.5
18176,37.0,Male,Japan,Master’s degree,Data Engineer,5.0,112499.5
18177,42.0,Male,United States of America,Master’s degree,Data Scientist,10.0,174999.5
18178,42.0,Male,Japan,Master’s degree,Software Engineer,10.0,112499.5
18179,47.0,Male,New Zealand,Master’s degree,Other,2.0,74999.5
18180,23.0,Male,India,Bachelor’s degree,Software Engineer,5.0,34999.5
18181,37.0,Male,United States of America,Master’s degree,Data Scientist,10.0,174999.5
18182,52.0,Male,India,Master’s degree,Data Scientist,5.0,64999.5
18183,27.0,Male,Russia,No formal education past high school,Software Engineer,1.0,17499.5
18184,37.0,Male,United States of America,Bachelor’s degree,Data Scientist,2.0,112499.5
18185,27.0,Male,India,Master’s degree,Business Analyst,5.0,1499.5
18186,37.0,Male,Spain,Master’s degree,Other,2.0,137499.5
18187,19.5,Male,India,Bachelor’s degree,Data Scientist,2.0,112499.5
18188,27.0,Male,India,Bachelor’s degree,Software Engineer,5.0,6249.5
18189,37.0,Female,Other,Master’s degree,Software Engineer,20.0,2499.5
18190,27.0,Female,India,Bachelor’s degree,Software Engineer,0.0,12499.5
18191,32.0,Male,United States of America,Doctoral degree,Data Analyst,2.0,112499.5
18192,23.0,Male,Other,Bachelor’s degree,Other,1.0,27499.5
18193,27.0,Male,Spain,Bachelor’s degree,Software Engineer,1.0,34999.5
18194,27.0,Male,India,Master’s degree,Other,1.0,12499.5
18195,23.0,Male,India,Bachelor’s degree,Data Engineer,2.0,12499.5
18196,27.0,Male,Italy,Master’s degree,Data Analyst,5.0,22499.5
18197,27.0,Male,India,Master’s degree,Data Analyst,1.0,6249.5
18198,27.0,Male,France,Master’s degree,Software Engineer,2.0,44999.5
18199,27.0,Male,Ukraine,Bachelor’s degree,Software Engineer,1.0,27499.5
18200,42.0,Male,Japan,Some college/university study without earning a bachelor’s degree,Software Engineer,10.0,54999.5
18201,27.0,Male,France,Doctoral degree,Other,2.0,137499.5
18202,23.0,Male,Russia,Master’s degree,Research Scientist,10.0,3499.5
18203,47.0,Male,Brazil,Master’s degree,Data Analyst,5.0,64999.5
18204,23.0,Male,Russia,Doctoral degree,Data Scientist,5.0,34999.5
18205,27.0,Male,India,Bachelor’s degree,Data Engineer,5.0,27499.5
18206,23.0,Male,India,Master’s degree,Software Engineer,1.0,6249.5
18207,47.0,Male,Japan,Doctoral degree,Other,5.0,8749.5
18208,52.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,174999.5
18209,32.0,Male,India,Master’s degree,Data Scientist,5.0,22499.5
18210,37.0,Female,Ireland,Master’s degree,Business Analyst,2.0,34999.5
18211,27.0,Male,India,Master’s degree,Data Engineer,2.0,4499.5
18212,27.0,Male,India,Bachelor’s degree,Data Scientist,10.0,22499.5
18213,19.5,Male,Belarus,Bachelor’s degree,Data Scientist,2.0,64999.5
18214,23.0,Male,India,Bachelor’s degree,Data Scientist,1.0,12499.5
18215,32.0,Male,Russia,Doctoral degree,Data Analyst,10.0,54999.5
18216,37.0,Male,India,Doctoral degree,Research Scientist,2.0,12499.5
18217,32.0,Male,United States of America,Master’s degree,Data Scientist,5.0,112499.5
18218,32.0,Male,India,Master’s degree,Data Scientist,5.0,1499.5
18219,32.0,Male,Russia,No formal education past high school,Software Engineer,5.0,12499.5
18220,37.0,Male,Japan,Some college/university study without earning a bachelor’s degree,Data Scientist,2.0,74999.5
18221,42.0,Male,Egypt,Bachelor’s degree,Business Analyst,2.0,27499.5
18222,23.0,Male,India,Master’s degree,Business Analyst,1.0,8749.5
18223,19.5,Male,Taiwan,Bachelor’s degree,Software Engineer,2.0,22499.5
18224,47.0,Male,Other,Bachelor’s degree,Data Analyst,0.0,1499.5
18225,27.0,Male,India,Master’s degree,Business Analyst,1.0,22499.5
18226,47.0,Male,Austria,Master’s degree,Product/Project Manager,0.0,64999.5
18227,23.0,Male,Russia,Master’s degree,Data Engineer,5.0,12499.5
18228,27.0,Male,Argentina,Master’s degree,Data Scientist,5.0,12499.5
18229,32.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,20.0,94999.5
18230,37.0,Male,India,Doctoral degree,Research Scientist,2.0,12499.5
18231,37.0,Prefer not to say,Brazil,Doctoral degree,Other,1.0,2499.5
18232,19.5,Male,Turkey,Bachelor’s degree,Other,1.0,1499.5
18233,57.0,Male,Brazil,Master’s degree,Software Engineer,2.0,54999.5
18234,32.0,Male,Switzerland,Bachelor’s degree,Software Engineer,2.0,84999.5
18235,27.0,Male,Other,Master’s degree,Data Scientist,5.0,112499.5
18236,37.0,Male,Canada,Master’s degree,Data Scientist,20.0,74999.5
18237,27.0,Male,United States of America,Master’s degree,Data Scientist,5.0,112499.5
18238,32.0,Male,United States of America,Master’s degree,Other,2.0,174999.5
18239,37.0,Male,Other,Bachelor’s degree,Data Analyst,2.0,22499.5
18240,37.0,Male,India,Doctoral degree,Business Analyst,5.0,22499.5
18241,42.0,Male,France,Doctoral degree,Data Scientist,5.0,44999.5
18242,52.0,Male,Canada,Doctoral degree,Data Scientist,5.0,84999.5
18243,27.0,Male,Turkey,No formal education past high school,Data Scientist,2.0,12499.5
18244,47.0,Male,United States of America,Master’s degree,Data Analyst,20.0,94999.5
18245,27.0,Male,Colombia,Master’s degree,Business Analyst,0.0,17499.5
18246,27.0,Male,Argentina,Some college/university study without earning a bachelor’s degree,Software Engineer,2.0,22499.5
18247,37.0,Prefer not to say,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,10.0,224999.5
18248,27.0,Female,Czech Republic,Master’s degree,Data Scientist,2.0,44999.5
18249,32.0,Female,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,10.0,64999.5
18250,47.0,Male,United States of America,Bachelor’s degree,Other,20.0,274999.5
18251,37.0,Male,Singapore,Bachelor’s degree,Software Engineer,2.0,3499.5
18252,32.0,Male,Hungary,Master’s degree,Business Analyst,0.0,12499.5
18253,27.0,Male,Japan,Master’s degree,Software Engineer,5.0,54999.5
18254,37.0,Male,Colombia,Doctoral degree,Research Scientist,5.0,2499.5
18255,32.0,Female,India,Master’s degree,Software Engineer,2.0,64999.5
18256,23.0,Male,Brazil,Bachelor’s degree,Data Scientist,5.0,8749.5
18257,27.0,Male,Japan,Master’s degree,Other,0.0,64999.5
18258,37.0,Male,India,Master’s degree,Data Scientist,10.0,54999.5
18259,23.0,Prefer not to say,China,Master’s degree,Data Engineer,2.0,44999.5
18260,23.0,Male,United States of America,Bachelor’s degree,Data Analyst,2.0,84999.5
18261,27.0,Male,India,Bachelor’s degree,Data Scientist,2.0,6249.5
18262,27.0,Male,India,Master’s degree,Business Analyst,5.0,17499.5
18263,32.0,Male,United States of America,I prefer not to answer,Software Engineer,5.0,112499.5
18264,27.0,Male,India,Master’s degree,Data Scientist,5.0,34999.5
18265,57.0,Female,Japan,Bachelor’s degree,Other,1.0,84999.5
18266,23.0,Male,India,Bachelor’s degree,Software Engineer,2.0,8749.5
18267,27.0,Female,Thailand,Master’s degree,Data Scientist,5.0,1499.5
18268,23.0,Male,China,Master’s degree,Research Scientist,5.0,22499.5
18269,23.0,Male,India,Bachelor’s degree,Software Engineer,2.0,1499.5
18270,23.0,Prefer not to say,India,Some college/university study without earning a bachelor’s degree,Software Engineer,2.0,4499.5
18271,32.0,Male,Sweden,Master’s degree,Software Engineer,20.0,64999.5
18272,27.0,Male,India,Master’s degree,Data Engineer,2.0,54999.5
18273,27.0,Male,Japan,Master’s degree,Other,5.0,8749.5
18274,52.0,Female,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,5.0,44999.5
18275,27.0,Male,Spain,Master’s degree,Software Engineer,2.0,27499.5
18276,42.0,Female,Australia,Master’s degree,Data Analyst,5.0,74999.5
18277,47.0,Female,Other,Master’s degree,DBA/Database Engineer,5.0,17499.5
18278,23.0,Male,Pakistan,Bachelor’s degree,Data Scientist,5.0,27499.5
18279,27.0,Male,"Iran, Islamic Republic of...",Master’s degree,Software Engineer,2.0,3499.5
18280,27.0,Male,India,Master’s degree,Data Scientist,2.0,8749.5
18281,32.0,Male,Germany,Master’s degree,Other,0.0,112499.5
18282,27.0,Male,India,Bachelor’s degree,Data Engineer,2.0,8749.5
18283,32.0,Male,China,Master’s degree,Data Scientist,20.0,112499.5
18284,27.0,Male,Hungary,Master’s degree,Software Engineer,1.0,17499.5
18285,23.0,Male,India,Bachelor’s degree,Data Scientist,1.0,6249.5
18286,27.0,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,2.0,137499.5
18287,27.0,Male,India,Professional degree,Data Scientist,2.0,12499.5
18288,23.0,Male,France,Master’s degree,Other,2.0,84999.5
18289,27.0,Male,Ireland,Master’s degree,Software Engineer,1.0,6249.5
18290,27.0,Male,Pakistan,Bachelor’s degree,Software Engineer,1.0,8749.5
18291,23.0,Male,Spain,Bachelor’s degree,Data Analyst,2.0,54999.5
18292,23.0,Male,Ukraine,Bachelor’s degree,Software Engineer,2.0,27499.5
18293,23.0,Male,India,Master’s degree,Software Engineer,1.0,12499.5
18294,27.0,Male,Singapore,Doctoral degree,Data Scientist,2.0,74999.5
18295,37.0,Male,Italy,Master’s degree,Business Analyst,5.0,27499.5
18296,27.0,Male,Italy,Master’s degree,Data Scientist,5.0,27499.5
18297,27.0,Male,United States of America,Master’s degree,Data Scientist,5.0,74999.5
18298,23.0,Male,Peru,Bachelor’s degree,Data Scientist,2.0,12499.5
18299,42.0,Male,South Korea,Bachelor’s degree,Software Engineer,20.0,84999.5
18300,23.0,Male,India,Master’s degree,Business Analyst,10.0,6249.5
18301,37.0,Male,United States of America,Professional degree,Data Scientist,10.0,174999.5
18302,47.0,Female,United States of America,Doctoral degree,Data Analyst,20.0,8749.5
18303,32.0,Male,Brazil,Doctoral degree,Data Scientist,5.0,44999.5
18304,27.0,Male,Pakistan,Bachelor’s degree,Data Analyst,2.0,6249.5
18305,23.0,Male,United States of America,Master’s degree,Data Scientist,2.0,112499.5
18306,42.0,Male,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,1.0,12499.5
18307,52.0,Male,Greece,Master’s degree,Software Engineer,0.0,400000.0
18308,27.0,Male,United States of America,Master’s degree,Product/Project Manager,1.0,84999.5
18309,27.0,Male,Canada,Master’s degree,Data Scientist,5.0,94999.5
18310,37.0,Male,Nigeria,Master’s degree,Data Scientist,5.0,3499.5
18311,27.0,Male,United States of America,Bachelor’s degree,Data Analyst,2.0,74999.5
